s,名称,创建日期,播放次数,收藏量,转发量,评论数,歌单长度,tag1
3390,日落大道广播剧｜BGM收录,2021-02-16,140119,3529,149,450,86,浪漫 nan nan
3391,游戏|Friday night funkin',2021-03-27,202043,2608,21,32,540,电子 游戏 兴奋
3392,网易云热歌推荐｜10w+热评流行歌曲分享,2021-04-28,1061438,45216,3564,318,38,流行 网络歌曲 nan
3393,丝绸之路好声音 第四季,2021-01-22,1905182,3042,46,15,204,流行 华语 感动
3394,我们都是宇宙的孩子，所以想哭就去看星星,2021-04-13,163290,764,34,13,54,华语 流行 治愈
3395,高等Rapper4全｜Beat、BGM全收录,2021-02-22,93427,1140,25,7,106,说唱 R&B/Soul 韩语
3396,(大局逆转BGM)这不就燃起来了吗,2021-04-27,1036247,36155,1437,648,74,华语 流行 浪漫
3397,你比夏日里的微风更让人心动,2021-04-27,442615,2514,183,145,338,华语 流行 夜晚
3398,永远的第一名|SamYU|林子闳x杨宇腾,2021-03-03,191405,2488,56,98,70,nan nan nan
3399,打游戏必备超燃bgm,2021-04-27,1302380,54861,1389,646,127,欧美 流行 电子
3400,2023全网超火歌曲推荐中,2021-04-27,1049387,1625,10,1,77,华语 流行 治愈
3401,Friday Night Funkin(FNF)原曲及一些Mod 曲,2021-03-15,429646,6862,34,203,298,游戏 nan nan
3402,赖蕊3位数的热门《歌单》,2021-02-18,160808,1132,20,11,39,流行 nan nan
3403,日系前奏杀｜一击命中，情不自禁,2021-03-17,232136,2020,26,19,49,日语 安静 放松
3404,『谁是宝藏歌手』第1-13期合集 全收录,2021-05-08,485669,6265,52,17,92,华语 流行 nan
3405,直火帮2021巡演下半程-全程歌单看简介,2021-04-05,88916,815,72,28,27,说唱 nan nan
3406,心碎100%｜错误的爱情就像一场感冒,2021-05-08,1673052,9305,484,49,87,说唱 流行 华语
3407,往事告别 与自己和解,2021-04-27,1106870,19535,2287,649,47,轻音乐 伤感 感动
3408,伤感日语篇 | 愿你被这世界温柔对待,2021-02-08,135217,1605,47,16,39,日语 伤感 夜晚
3409,泽野弘之和他的72位歌姬,2021-04-10,239475,5722,71,89,66,ACG 影视原声 日语
3410,Lofi Hiphop | 只想安静的睡觉,2021-04-20,94561,522,107,2,152,说唱 轻音乐 夜晚
3411,我想再拥抱你一次 一次就好,2021-05-11,5458104,15272,671,166,119,说唱 夜晚 伤感
3412,FNF同人MOD（停更 ）,2021-03-12,200347,2066,13,83,227,电子 兴奋 游戏
3413,R&B/Hip-Hop/旋律/氛围/节奏/律动,2021-03-31,10923246,110000,2282,215,416,欧美 R&B/Soul 说唱
3414,150首熟悉但叫不出名字的热歌,2021-04-27,1040439,47764,3464,643,36,欧美 流行 放松
3415,欧美R&B｜随节奏游弋于温柔的绮梦,2021-04-25,694414,8314,291,24,490,R&B/Soul 夜晚 New Age
3416,FNF（随缘更新…),2021-04-06,707413,9313,43,103,1694,游戏 nan nan
3417,HIStory4近距离爱上你 系列BGM全收录,2021-03-14,71281,852,9,14,59,影视原声 流行 华语
3418,『咒术回战』OP/ED/OST/印象曲,2021-02-16,539825,12796,486,181,47,日语 ACG 影视原声
3419,每 首 歌 只 能 听 12 秒,2021-02-21,82209,1805,18,33,37,流行 ACG 游戏
3420,龚俊的歌单,2021-03-26,148220,2361,48,58,538,欧美 流行 华语
3421,心动节拍：从深宵独白到狂欢风暴,2021-04-20,290453,2956,162,4,633,欧美 电子 舞曲
3422,典籍里的中国|第一季完结全11期 ,2021-02-12,203610,3363,74,118,72,影视原声 经典 古风
3423,[励志]致每一个追求梦想的人,2021-05-07,242401,2591,60,36,54,华语 流行 学习
3424,治愈纯音 | 如沐春风般温暖心灵,2021-03-09,122899,1499,76,28,108,轻音乐 治愈 日语
3425,東方虹龍洞 ～ Unconnected Marketeers.,2021-02-27,176827,1735,28,40,18,游戏 ACG nan
3426,【电子】孩子们 是高燃曲 我们有救了,2021-04-27,1045479,39220,3110,623,136,电子 流行 游戏
3427,闲着干嘛呢 MSG Wannabe 男团,2021-03-28,94179,1088,8,34,62,韩语 nan nan
3428,【电子】孩子们 是高燃曲 我们有救了,2021-04-27,1045479,39220,3110,623,136,电子 流行 游戏
3429,开车必备 动感音乐油门踩到底,2021-04-27,1014370,54910,4563,675,40,华语 流行 校园
3430,東方虹龍洞 ～ Unconnected Marketeers.,2021-02-27,176827,1735,28,40,18,游戏 ACG nan
3431,斟一杯民谣，喝一杯故事,2021-04-27,1212860,53755,3337,469,31,轻音乐 清新 放松
3432,日系恋歌｜今天的我 比昨天更喜欢你,2021-05-19,146444,2173,59,14,41,日语 流行 ACG
3433,治愈纯音 | 如沐春风般温暖心灵,2021-03-09,122899,1499,76,28,108,轻音乐 治愈 日语
3434,闲着干嘛呢 MSG Wannabe 男团,2021-03-28,94179,1088,8,34,62,韩语 nan nan
3435,日系恋歌｜今天的我 比昨天更喜欢你,2021-05-19,146444,2173,59,14,41,日语 流行 ACG
3436,斟一杯民谣，喝一杯故事,2021-04-27,1212860,53755,3337,469,31,轻音乐 清新 放松
3437,【beat全网顶级】制作特别牛B的说唱伴奏,2021-03-17,199624,4050,56,20,703,说唱 R&B/Soul 性感
3438,[励志]致每一个追求梦想的人,2021-05-07,242401,2591,60,36,54,华语 流行 学习
3439,开车必备 动感音乐油门踩到底,2021-04-27,1014370,54910,4563,675,40,华语 流行 校园
3440,【beat全网顶级】制作特别牛B的说唱伴奏,2021-03-17,199624,4050,56,20,703,说唱 R&B/Soul 性感
3441,[励志]致每一个追求梦想的人,2021-05-07,242401,2591,60,36,54,华语 流行 学习
3442,治愈纯音 | 如沐春风般温暖心灵,2021-03-09,122899,1499,76,28,108,轻音乐 治愈 日语
3443,【电子】孩子们 是高燃曲 我们有救了,2021-04-27,1045479,39220,3110,623,136,电子 流行 游戏
3444,[励志]致每一个追求梦想的人,2021-05-07,242401,2591,60,36,54,华语 流行 学习
3445,治愈纯音 | 如沐春风般温暖心灵,2021-03-09,122899,1499,76,28,108,轻音乐 治愈 日语
3446,東方虹龍洞 ～ Unconnected Marketeers.,2021-02-27,176827,1735,28,40,18,游戏 ACG nan
3447,日系恋歌｜今天的我 比昨天更喜欢你,2021-05-19,146444,2173,59,14,41,日语 流行 ACG
3448,开车必备 动感音乐油门踩到底,2021-04-27,1014370,54910,4563,675,40,华语 流行 校园
3449,斟一杯民谣，喝一杯故事,2021-04-27,1212860,53755,3337,469,31,轻音乐 清新 放松
3450,東方虹龍洞 ～ Unconnected Marketeers.,2021-02-27,176827,1735,28,40,18,游戏 ACG nan
3451,日系恋歌｜今天的我 比昨天更喜欢你,2021-05-19,146444,2173,59,14,41,日语 流行 ACG
3452,【beat全网顶级】制作特别牛B的说唱伴奏,2021-03-17,199624,4050,56,20,703,说唱 R&B/Soul 性感
3453,斟一杯民谣，喝一杯故事,2021-04-27,1212860,53755,3337,469,31,轻音乐 清新 放松
3454,开车必备 动感音乐油门踩到底,2021-04-27,1014370,54910,4563,675,40,华语 流行 校园
3455,闲着干嘛呢 MSG Wannabe 男团,2021-03-28,94179,1088,8,34,62,韩语 nan nan
3456,【beat全网顶级】制作特别牛B的说唱伴奏,2021-03-17,199624,4050,56,20,703,说唱 R&B/Soul 性感
3457,[励志]致每一个追求梦想的人,2021-05-07,242401,2591,60,36,54,华语 流行 学习
3458,東方虹龍洞 ～ Unconnected Marketeers.,2021-02-27,176827,1735,28,40,18,游戏 ACG nan
3459,【电子】孩子们 是高燃曲 我们有救了,2021-04-27,1045479,39220,3110,623,136,电子 流行 游戏
3460,闲着干嘛呢 MSG Wannabe 男团,2021-03-28,94179,1088,8,34,62,韩语 nan nan
3461,【电子】孩子们 是高燃曲 我们有救了,2021-04-27,1045479,39220,3110,623,136,电子 流行 游戏
3462,开车必备 动感音乐油门踩到底,2021-04-27,1014370,54910,4563,675,40,华语 流行 校园
3463,闲着干嘛呢 MSG Wannabe 男团,2021-03-28,94179,1088,8,34,62,韩语 nan nan
3464,東方虹龍洞 ～ Unconnected Marketeers.,2021-02-27,176827,1735,28,40,18,游戏 ACG nan
3465,斟一杯民谣，喝一杯故事,2021-04-27,1212860,53755,3337,469,31,轻音乐 清新 放松
3466,東方虹龍洞 ～ Unconnected Marketeers.,2021-02-27,176827,1735,28,40,18,游戏 ACG nan
3467,【beat全网顶级】制作特别牛B的说唱伴奏,2021-03-17,199624,4050,56,20,703,说唱 R&B/Soul 性感
3468,日系恋歌｜今天的我 比昨天更喜欢你,2021-05-19,146444,2173,59,14,41,日语 流行 ACG
3469,[励志]致每一个追求梦想的人,2021-05-07,242401,2591,60,36,54,华语 流行 学习
3470,开车必备 动感音乐油门踩到底,2021-04-27,1014370,54910,4563,675,40,华语 流行 校园
3471,日系恋歌｜今天的我 比昨天更喜欢你,2021-05-19,146444,2173,59,14,41,日语 流行 ACG
3472,[励志]致每一个追求梦想的人,2021-05-07,242401,2591,60,36,54,华语 流行 学习
3473,【beat全网顶级】制作特别牛B的说唱伴奏,2021-03-17,199624,4050,56,20,703,说唱 R&B/Soul 性感
3474,闲着干嘛呢 MSG Wannabe 男团,2021-03-28,94179,1088,8,34,62,韩语 nan nan
3475,治愈纯音 | 如沐春风般温暖心灵,2021-03-09,122899,1499,76,28,108,轻音乐 治愈 日语
3476,治愈纯音 | 如沐春风般温暖心灵,2021-03-09,122899,1499,76,28,108,轻音乐 治愈 日语
3477,斟一杯民谣，喝一杯故事,2021-04-27,1212860,53755,3337,469,31,轻音乐 清新 放松
3478,【电子】孩子们 是高燃曲 我们有救了,2021-04-27,1045479,39220,3110,623,136,电子 流行 游戏
3479,【电子】孩子们 是高燃曲 我们有救了,2021-04-27,1045479,39220,3110,623,136,电子 流行 游戏
3480,日系恋歌｜今天的我 比昨天更喜欢你,2021-05-19,146444,2173,59,14,41,日语 流行 ACG
3481,治愈纯音 | 如沐春风般温暖心灵,2021-03-09,122899,1499,76,28,108,轻音乐 治愈 日语
3482,[励志]致每一个追求梦想的人,2021-05-07,242401,2591,60,36,54,华语 流行 学习
3483,東方虹龍洞 ～ Unconnected Marketeers.,2021-02-27,176827,1735,28,40,18,游戏 ACG nan
3484,日系恋歌｜今天的我 比昨天更喜欢你,2021-05-19,146444,2173,59,14,41,日语 流行 ACG
3485,斟一杯民谣，喝一杯故事,2021-04-27,1212860,53755,3337,469,31,轻音乐 清新 放松
3486,开车必备 动感音乐油门踩到底,2021-04-27,1014370,54910,4563,675,40,华语 流行 校园
3487,【beat全网顶级】制作特别牛B的说唱伴奏,2021-03-17,199624,4050,56,20,703,说唱 R&B/Soul 性感
3488,斟一杯民谣，喝一杯故事,2021-04-27,1212860,53755,3337,469,31,轻音乐 清新 放松
3489,闲着干嘛呢 MSG Wannabe 男团,2021-03-28,94179,1088,8,34,62,韩语 nan nan
3490,闲着干嘛呢 MSG Wannabe 男团,2021-03-28,94179,1088,8,34,62,韩语 nan nan
3491,开车必备 动感音乐油门踩到底,2021-04-27,1014370,54910,4563,675,40,华语 流行 校园
3492,治愈纯音 | 如沐春风般温暖心灵,2021-03-09,122899,1499,76,28,108,轻音乐 治愈 日语
3493,【电子】孩子们 是高燃曲 我们有救了,2021-04-27,1045479,39220,3110,623,136,电子 流行 游戏
3494,治愈纯音 | 如沐春风般温暖心灵,2021-03-09,122899,1499,76,28,108,轻音乐 治愈 日语
3495,[励志]致每一个追求梦想的人,2021-05-07,242401,2591,60,36,54,华语 流行 学习
3496,【电子】孩子们 是高燃曲 我们有救了,2021-04-27,1045479,39220,3110,623,136,电子 流行 游戏
3497,東方虹龍洞 ～ Unconnected Marketeers.,2021-02-27,176827,1735,28,40,18,游戏 ACG nan
3498,开车必备 动感音乐油门踩到底,2021-04-27,1014370,54910,4563,675,40,华语 流行 校园
3499,【beat全网顶级】制作特别牛B的说唱伴奏,2021-03-17,199624,4050,56,20,703,说唱 R&B/Soul 性感
3500,日系恋歌｜今天的我 比昨天更喜欢你,2021-05-19,146444,2173,59,14,41,日语 流行 ACG
3501,闲着干嘛呢 MSG Wannabe 男团,2021-03-28,94179,1088,8,34,62,韩语 nan nan
3502,斟一杯民谣，喝一杯故事,2021-04-27,1212860,53755,3337,469,31,轻音乐 清新 放松
3503,【beat全网顶级】制作特别牛B的说唱伴奏,2021-03-17,199624,4050,56,20,703,说唱 R&B/Soul 性感
3504,2023伤感热播 | 和汪苏泷一起细数2023失落瞬间,2025-03-14,361763,2210,10,2,60,nan nan nan
3505,"重返1995 | 从张国荣,许美静开始重温1995",2021-09-06,549929,4057,19,14,103,nan nan nan
3506,1990s华语R&B | 回到华语R&B金色年代,2023-10-18,776361,5380,13,8,30,nan nan nan
3507,2010s华语摇滚 | 新时代的中国摇滚浪潮,2023-04-11,1693847,8427,87,59,94,nan nan nan
3508,R&B新浪潮 | 循环不停的新生代华语R&B,2024-10-10,438072,2801,28,6,80,nan nan nan
3509,青春纪念册 | 重温那些经典的校园歌谣,2021-07-07,352441,2116,9,1,90,nan nan nan
3510,百代经典老歌 | 百年光辉历史 经典旋律永存,2023-06-15,297754,2518,8,3,50,nan nan nan
3511,出发听老歌 | 经典旋律伴你快乐行程,2025-10-16,66099,373,1,1,80,nan nan nan
3512,音综流行热歌 | 薛之谦 平庸 和200首精选音综现场,2020-04-28,22458458,70347,471,145,205,nan nan nan
3513,2013伤感热播 | 和张杰一起回顾2013苦涩情歌,2025-09-16,69075,203,6,8,60,nan nan nan
3514,宅家听华语 | 超好听华语陪你度过居家时光,2023-11-01,1546265,4013,14,14,100,nan nan nan
3515,1990s华语民谣 | 重拾记忆里的流金岁月,2023-10-08,847365,2260,15,13,36,nan nan nan
3516,2010伤感热播 | 和黄丽玲A-Lin一起整理2010愁绪乐章,2025-09-12,549983,1079,9,1,60,nan nan nan
3517,重返2015 | 从林俊杰开启2015聆听之旅,2023-06-21,492031,6179,13,6,100,nan nan nan
3518,全网流行热歌 | 派伟俊 左转灯 和百首网络热门单曲,2021-07-06,7327831,16477,124,28,168,nan nan nan
3519,听华晨宇热门精选,2023-11-17,1203274,6795,92,244,30,nan nan nan
3520,重返2020 | 从颜人中《夏夜最后的烟火》开始回忆2020,2025-04-01,221412,1223,6,1,102,nan nan nan
3521,清晨散步歌 | 抒情华语伴你开启活力一整天·Hi-Res,2023-08-11,190352,864,3,1,59,nan nan nan
3522,重返1997 | 杨乃文领衔带来1997年经典热曲,2021-09-06,448399,2835,20,10,100,nan nan nan
3523,环球经典老歌 | 魅力无限环球音乐精选,2023-06-15,291170,2971,7,2,119,nan nan nan
3524,励志华语流行 | 踏入华语励志音乐的能量场,2024-02-21,108554,1573,6,2,65,nan nan nan
3525,2024国风热歌 | 朱颜不改 回首作《壁上观》,2025-01-06,329737,3697,5,10,59,nan nan nan
3526,国语珍藏 | 给你一张过去的CD,2021-07-06,29277616,170000,2123,320,200,nan nan nan
3527,听邓紫棋热门精选,2022-09-30,18838064,92201,585,1685,30,nan nan nan
3528,孤独唱片店 | 总有一首歌能包容你的心事,2023-02-16,3759136,9211,61,65,61,nan nan nan
3529,华语R&B | 情绪辗转反侧 雾气消散不开,2021-04-09,19869792,69827,692,176,140,nan nan nan
3530,伤心频率 | 与你共鸣的精选华语,2023-04-20,3004019,11196,59,31,40,nan nan nan
3531,云村流行热播 | 陈奕迅 K歌之王AIR版和300首品质好歌,2021-03-30,13903817,43227,267,162,309,nan nan nan
3532,我们没开始 | 来自宝岛的一场思绪骤雨,2024-12-25,1489506,2202,20,12,62,nan nan nan
3533,阴天快乐 | 如果情绪有天气 我陷在阴天里,2021-11-04,32398068,110000,1284,369,389,nan nan nan
3534,2024国风热歌 | 朱颜不改 回首作《壁上观》,2025-01-06,329737,3697,5,10,59,nan nan nan
3535,"重返1992 | 重温金城武,杨钰莹以及更多1992经典热曲",2021-09-06,532504,3577,11,7,114,nan nan nan
3536,麦霸练歌房 | KTV必点华语金曲精选,2019-05-09,6103736,51534,602,960,70,nan nan nan
3537,百代经典老歌 | 百年光辉历史 经典旋律永存,2023-06-15,297754,2518,8,3,50,nan nan nan
3538,2010s华语R&B | 重回华语R&B新时代,2023-10-18,1498692,10240,95,15,50,nan nan nan
3539,全网流行热歌 | 派伟俊 左转灯 和百首网络热门单曲,2021-07-06,7327831,16477,124,28,168,nan nan nan
3540,2002伤感热播 | 和陶喆一起聆听2002伤感旋律,2025-08-29,187495,561,6,2,60,nan nan nan
3541,青春流行100首 | MP3里的00年代华语金曲,2021-07-06,3320358,26154,202,77,100,nan nan nan
3542,重返2001 | 从孙燕姿开始聆听精彩2001,2021-07-06,1336354,9453,49,21,106,nan nan nan
3543,AI华语热歌 | AI华语流行热播合集,2024-04-02,255310,663,16,18,51,nan nan nan
3544,出发听老歌 | 经典旋律伴你快乐行程,2025-10-16,66099,373,1,1,80,nan nan nan
3545,重返1999 | 从莫文蔚阴天开始回顾1999经典,2021-09-06,976263,6020,31,10,106,nan nan nan
3546,华语R&B | 情绪辗转反侧 雾气消散不开,2021-04-09,19869792,69827,692,176,140,nan nan nan
3547,听张杰热门精选,2022-09-30,8965127,36008,248,293,30,nan nan nan
3548,惊艳古风集 | 在古色古香中醉梦一场,2025-04-21,340693,2115,33,8,60,nan nan nan
3549,听陶喆热门精选,2023-02-23,8168668,35400,310,182,30,nan nan nan
3550,国语珍藏 | 给你一张过去的CD,2021-07-06,29277616,170000,2123,320,200,nan nan nan
3551,伤心频率 | 与你共鸣的精选华语,2023-04-20,3004019,11196,59,31,40,nan nan nan
3552,听林俊杰热门精选,2022-10-18,31308470,120000,1006,1173,30,nan nan nan
3553,重返2011 | 从陈奕迅开始回顾2011经典热单,2023-06-21,927208,7271,18,8,99,nan nan nan
3554,冬日华语 | 寒风中的动人旋律,2023-11-30,579049,1863,8,9,60,nan nan nan
3555,青春经典 | 难以忘怀的青春旋律,2019-05-23,8738457,53320,1051,1145,80,nan nan nan
3556,台北伤心夜 | 细听经典宝岛音乐中的悲伤音符,2024-12-26,2250939,3241,47,23,60,nan nan nan
3557,华语柔情R&B | 欢迎收听华语R&B抒情特辑,2024-11-06,236945,880,19,2,50,nan nan nan
3558,重返2007 | 从我怀念的开始聆听2007年金曲,2021-07-06,1377702,11079,54,12,114,nan nan nan
3559,"宝岛华语流行 | 椅子乐团,郭静,许含光领衔带来宝岛新鲜歌曲",2020-12-25,5497144,11232,258,116,144,nan nan nan
3560,听蔡依林热门精选,2023-02-14,2028247,7842,41,30,30,nan nan nan
3561,青春纪念册 | 重温那些经典的校园歌谣,2021-07-07,352441,2116,9,1,90,nan nan nan
3562,听张碧晨热门精选,2023-02-23,4749118,14628,65,79,30,nan nan nan
3563,1990s华语摇滚 | 迷茫和躁动中的蓬勃发展,2023-10-17,328478,1571,9,13,64,nan nan nan
3564,重返2003 | 让朴树带你重回2003,2021-07-06,797860,6343,18,14,100,nan nan nan
3565,重返2021 | 从郑润泽开始回忆那年热歌,2025-10-11,22889,331,1,1,60,nan nan nan
3566,圣诞华语热播 | 陈奕迅圣诞结和更多华语圣诞好歌,2022-12-19,1484042,3806,78,85,60,nan nan nan
3567,2010伤感热播 | 和黄丽玲A-Lin一起整理2010愁绪乐章,2025-09-12,549983,1079,9,1,60,nan nan nan
